fixed metal distribution -- based on Asplund, Grevesse, Sauval, and Scott (2009) solar abundances
    form     version        X           Z          logRs    logR_min    logR_max       logTs    logT_min    logT_max
       1          38    0.700000    0.020000          37   -8.000000    1.000000         138    3.750000    8.700000

   logT                       logR = logRho - 3*logT + 18
          -8.000  -7.750  -7.500  -7.250  -7.000  -6.750  -6.500  -6.250  -6.000  -5.750  -5.500  -5.250  -5.000  -4.750  -4.500  -4.250  -4.000  -3.750  -3.500  -3.250  -3.000  -2.750  -2.500  -2.250  -2.000  -1.750  -1.500  -1.250  -1.000  -0.750  -0.500  -0.250   0.000   0.250   0.500   0.750   1.000

   5.225  -0.154  -0.125  -0.094  -0.062  -0.027   0.011   0.052   0.098   0.149   0.206   0.271   0.345   0.428   0.521   0.625   0.742   0.872   1.019   1.182   1.363   1.560   1.769   1.986   2.209   2.432   2.651   2.862   3.062   3.248   3.419   3.576   3.719   3.848   3.965   4.069   4.161   4.241
   5.250  -0.185  -0.154  -0.121  -0.086  -0.048  -0.006   0.040   0.091   0.148   0.212   0.284   0.365   0.454   0.553   0.661   0.779   0.909   1.053   1.211   1.387   1.577   1.780   1.991   2.207   2.424   2.634   2.837   3.026   3.202   3.363   3.511   3.648   3.773   3.887   3.991   4.085   4.168
   5.275  -0.222  -0.191  -0.157  -0.120  -0.079  -0.035   0.014   0.069   0.130   0.200   0.278   0.365   0.461   0.565   0.679   0.800   0.932   1.075   1.232   1.403   1.587   1.784   1.989   2.199   2.408   2.612   2.806   2.985   3.152   3.305   3.445   3.576   3.697   3.810   3.915   4.010   4.096
   5.300  -0.263  -0.232  -0.198  -0.160  -0.119  -0.073  -0.022   0.035   0.100   0.173   0.255   0.348   0.450   0.560   0.679   0.806   0.942   1.087   1.243   1.411   1.591   1.783   1.982   2.186   2.388   2.584   2.770   2.941   3.100   3.244   3.378   3.504   3.622   3.734   3.839   3.936   4.025
   5.325  -0.303  -0.274  -0.240  -0.204  -0.163  -0.118  -0.066  -0.009   0.057   0.132   0.217   0.313   0.419   0.536   0.661   0.794   0.936   1.085   1.243   1.411   1.588   1.775   1.969   2.167   2.363   2.552   2.731   2.895   3.046   3.183   3.311   3.433   3.549   3.660   3.765   3.864   3.956
   5.350  -0.341  -0.314  -0.283  -0.249  -0.210  -0.165  -0.115  -0.058   0.007   0.081   0.167   0.265   0.375   0.497   0.628   0.769   0.917   1.071   1.233   1.402   1.578   1.762   1.951   2.143   2.334   2.517   2.689   2.847   2.991   3.123   3.246   3.364   3.478   3.588   3.694   3.794   3.888
   5.375  -0.375  -0.352  -0.324  -0.293  -0.256  -0.214  -0.166  -0.111  -0.047   0.026   0.111   0.209   0.321   0.446   0.584   0.731   0.886   1.046   1.213   1.384   1.560   1.743   1.928   2.116   2.301   2.479   2.646   2.798   2.937   3.063   3.182   3.297   3.409   3.518   3.625   3.726   3.822
   5.400  -0.403  -0.385  -0.361  -0.333  -0.300  -0.261  -0.215  -0.163  -0.102  -0.031   0.051   0.149   0.261   0.389   0.530   0.683   0.845   1.012   1.184   1.359   1.537   1.719   1.902   2.087   2.267   2.440   2.602   2.748   2.883   3.005   3.120   3.232   3.342   3.452   3.558   3.659   3.757
   5.425  -0.424  -0.410  -0.391  -0.367  -0.338  -0.303  -0.261  -0.212  -0.155  -0.087  -0.006   0.089   0.200   0.328   0.472   0.629   0.796   0.970   1.148   1.328   1.509   1.692   1.875   2.057   2.234   2.402   2.559   2.700   2.830   2.948   3.060   3.170   3.279   3.387   3.493   3.596   3.694
   5.450  -0.439  -0.429  -0.414  -0.395  -0.370  -0.340  -0.303  -0.258  -0.204  -0.140  -0.062   0.030   0.139   0.267   0.411   0.571   0.743   0.923   1.108   1.293   1.479   1.663   1.846   2.026   2.200   2.364   2.516   2.653   2.778   2.893   3.002   3.111   3.218   3.326   3.432   3.534   3.633
   5.475  -0.450  -0.442  -0.431  -0.416  -0.397  -0.371  -0.339  -0.298  -0.248  -0.188  -0.114  -0.025   0.081   0.207   0.351   0.514   0.689   0.875   1.065   1.256   1.446   1.634   1.817   1.995   2.166   2.326   2.474   2.607   2.729   2.840   2.947   3.054   3.160   3.267   3.373   3.475   3.574
   5.500  -0.456  -0.451  -0.443  -0.433  -0.418  -0.397  -0.370  -0.334  -0.289  -0.233  -0.163  -0.078   0.025   0.149   0.293   0.456   0.635   0.826   1.022   1.219   1.414   1.604   1.788   1.965   2.133   2.290   2.434   2.563   2.681   2.790   2.894   3.000   3.105   3.211   3.317   3.419   3.518
   5.525  -0.460  -0.457  -0.451  -0.444  -0.433  -0.417  -0.395  -0.365  -0.325  -0.274  -0.210  -0.129  -0.029   0.093   0.236   0.401   0.583   0.778   0.980   1.182   1.381   1.574   1.759   1.936   2.101   2.255   2.395   2.520   2.635   2.742   2.844   2.948   3.052   3.158   3.263   3.365   3.465
   5.550  -0.463  -0.460  -0.456  -0.451  -0.443  -0.432  -0.414  -0.390  -0.357  -0.312  -0.253  -0.177  -0.081   0.039   0.181   0.348   0.532   0.732   0.939   1.146   1.349   1.545   1.731   1.907   2.070   2.221   2.358   2.480   2.591   2.696   2.796   2.899   3.002   3.107   3.212   3.314   3.414
   5.575  -0.464  -0.462  -0.459  -0.456  -0.450  -0.442  -0.428  -0.410  -0.382  -0.344  -0.291  -0.221  -0.130  -0.014   0.127   0.295   0.483   0.687   0.899   1.111   1.318   1.516   1.703   1.878   2.040   2.188   2.322   2.441   2.550   2.652   2.751   2.852   2.954   3.058   3.162   3.265   3.367
   5.600  -0.465  -0.463  -0.461  -0.458  -0.454  -0.448  -0.438  -0.424  -0.402  -0.370  -0.325  -0.262  -0.177  -0.064   0.074   0.243   0.433   0.641   0.858   1.075   1.287   1.487   1.676   1.851   2.011   2.156   2.287   2.403   2.510   2.610   2.708   2.808   2.909   3.012   3.116   3.219   3.322
   5.625  -0.465  -0.464  -0.462  -0.460  -0.457  -0.452  -0.444  -0.433  -0.416  -0.391  -0.353  -0.297  -0.220  -0.113   0.021   0.188   0.379   0.591   0.813   1.035   1.253   1.457   1.649   1.824   1.983   2.126   2.255   2.368   2.473   2.572   2.668   2.767   2.866   2.969   3.073   3.177   3.281
